resource_geoid,category,count
36005040502,early childhood centers,21
36005040600,early childhood centers,6
36005040701,early childhood centers,5
36005042200,early childhood centers,4
36005042300,early childhood centers,12
36005042400,early childhood centers,4
36005042800,early childhood centers,4
36005042902,early childhood centers,8
36005043000,early childhood centers,2
36005043400,early childhood centers,6
36005043600,early childhood centers,1
36081000200,early childhood centers,1
36081001000,early childhood centers,3
36081001400,early childhood centers,1
36081001600,early childhood centers,6
36081002800,early childhood centers,2
36081003100,early childhood centers,1
36081003800,early childhood centers,4
36081003900,early childhood centers,1
36081005100,early childhood centers,0
36081006502,early childhood centers,1
36081007900,early childhood centers,2
36081009400,early childhood centers,1
36081010200,early childhood centers,3
36081010400,early childhood centers,4
36081010600,early childhood centers,1
36081011100,early childhood centers,0
36081011200,early childhood centers,3
36081011300,early childhood centers,2
36081011400,early childhood centers,1
36081011500,early childhood centers,2
36081011600,early childhood centers,1
36081011700,early childhood centers,0
36081011900,early childhood centers,2
36081012100,early childhood centers,1
36081012400,early childhood centers,2
36081012601,early childhood centers,1
36081012602,early childhood centers,2
36081012800,early childhood centers,1
36081013000,early childhood centers,4
36081013600,early childhood centers,2
36081014000,early childhood centers,1
36081014300,early childhood centers,0
36081014500,early childhood centers,1
36081014700,early childhood centers,1
36081014900,early childhood centers,3
36081015300,early childhood centers,2
36081015400,early childhood centers,3
36081015600,early childhood centers,2
36081015802,early childhood centers,1
36081016100,early childhood centers,0
36081016400,early childhood centers,3
36081016600,early childhood centers,2
36081016800,early childhood centers,1
36081017200,early childhood centers,1
36081018000,early childhood centers,4
36081018501,early childhood centers,0
36081018502,early childhood centers,0
36081019000,early childhood centers,7
36081023000,early childhood centers,5
36081023200,early childhood centers,6
36081024700,early childhood centers,1
36081025900,early childhood centers,2
36081026100,early childhood centers,0
36081026600,early childhood centers,5
36081026901,early childhood centers,7
36081026902,early childhood centers,2
36081027000,early childhood centers,4
36081027100,early childhood centers,1
36081027200,early childhood centers,1
36081027300,early childhood centers,2
36081027400,early childhood centers,2
36081027500,early childhood centers,0
36081027700,early childhood centers,5
36081027900,early childhood centers,3
36081028000,early childhood centers,3
36081028100,early childhood centers,1
36081028300,early childhood centers,5
36081028500,early childhood centers,1
36081028700,early childhood centers,5
36081028900,early childhood centers,0
36081030903,early childhood centers,4
36081032700,early childhood centers,2
36081032900,early childhood centers,7
36081033700,early childhood centers,2
36081033900,early childhood centers,6
36081035100,early childhood centers,4
36081035300,early childhood centers,3
36081036100,early childhood centers,5
36081036300,early childhood centers,3
36081037500,early childhood centers,0
36081037700,early childhood centers,4
36081037900,early childhood centers,3
36081038400,early childhood centers,5
36081039400,early childhood centers,7
36081040000,early childhood centers,1
36081040200,early childhood centers,0
36081040300,early childhood centers,6
36081041100,early childhood centers,2
36081041300,early childhood centers,0
36081041500,early childhood centers,9
36081043400,early childhood centers,5
36081044301,early childhood centers,2
36081044302,early childhood centers,3
36081044602,early childhood centers,2
36081049600,early childhood centers,1
36081044800,early childhood centers,3
36081045700,early childhood centers,5
36081045900,early childhood centers,0
36081046100,early childhood centers,0
36081046700,early childhood centers,2
36081046900,early childhood centers,2
36081048100,early childhood centers,1
36081048300,early childhood centers,2
36081048900,early childhood centers,1
36081049500,early childhood centers,0
36081050201,early childhood centers,2
36081050202,early childhood centers,1
36081050400,early childhood centers,3
36081050600,early childhood centers,1
36081050800,early childhood centers,2
36081051000,early childhood centers,1
36081051200,early childhood centers,3
36081051800,early childhood centers,2
36081052000,early childhood centers,3
36081052400,early childhood centers,4
36081052500,early childhood centers,0
36081052600,early childhood centers,4
36081053000,early childhood centers,3
36081053200,early childhood centers,4
36081053601,early childhood centers,2
36081054000,early childhood centers,4
36081054200,early childhood centers,3
36081054500,early childhood centers,4
36081054700,early childhood centers,5
36081054900,early childhood centers,2
36081055100,early childhood centers,0
36081055300,early childhood centers,4
36081055600,early childhood centers,0
36081055800,early childhood centers,1
36061013400,early childhood centers,0
36081058300,early childhood centers,2
36081058500,early childhood centers,1
36081058700,early childhood centers,1
36081058900,early childhood centers,2
36081059100,early childhood centers,0
36081059300,early childhood centers,2
36081059400,early childhood centers,0
36081059600,early childhood centers,2
36081059800,early childhood centers,1
36081059900,early childhood centers,1
36081060000,early childhood centers,0
36081060600,early childhood centers,3
36081060800,early childhood centers,1
36081061400,early childhood centers,4
36081062700,early childhood centers,4
36081065702,early childhood centers,0
36081065703,early childhood centers,1
36081065900,early childhood centers,2
36081066000,early childhood centers,7
36081066100,early childhood centers,0
36081066701,early childhood centers,0
36081067100,early childhood centers,0
36081067700,early childhood centers,0
36081067900,early childhood centers,1
36081069300,early childhood centers,3
36081069500,early childhood centers,2
36081069701,early childhood centers,3
36081069702,early childhood centers,6
36081071306,early childhood centers,2
36081071900,early childhood centers,8
36081072100,early childhood centers,4
36081072900,early childhood centers,2
36081073900,early childhood centers,2
36081074100,early childhood centers,2
36081074300,early childhood centers,1
36081077904,early childhood centers,7
36081077906,early childhood centers,6
36081079900,early childhood centers,0
36081085300,early childhood centers,3
36081086100,early childhood centers,2
36081087100,early childhood centers,3
36081092800,early childhood centers,1
36081102900,early childhood centers,0
36081103300,early childhood centers,0
36081105900,early childhood centers,1
36081113900,early childhood centers,0
36081114700,early childhood centers,0
36081115700,early childhood centers,1
36081116100,early childhood centers,0
36081117500,early childhood centers,2
36081118100,early childhood centers,1
36081118500,early childhood centers,0
36081118700,early childhood centers,3
36081119100,early childhood centers,0
36081119300,early childhood centers,0
36081119500,early childhood centers,2
36081120300,early childhood centers,0
36081120500,early childhood centers,1
36081124100,early childhood centers,4
36081124700,early childhood centers,0
36081129104,early childhood centers,1
36081133900,early childhood centers,0
36081140901,early childhood centers,1
36081112900,early childhood centers,0
36081140902,early childhood centers,0
36081145102,early childhood centers,0
36081157901,early childhood centers,0
36081157902,early childhood centers,2
36081157903,early childhood centers,1
36081001800,early childhood centers,5
36081002000,early childhood centers,1
36081020400,early childhood centers,1
36081003200,early childhood centers,2
36081026700,early childhood centers,2
36005036901,early childhood centers,6
36005036902,early childhood centers,15
36081047000,early childhood centers,2
36005023501,early childhood centers,18
36005040302,early childhood centers,12
36005026702,early childhood centers,23
36081048000,early childhood centers,6
36005023302,early childhood centers,14
36081018800,early childhood centers,1
36081019200,early childhood centers,3
36081017400,early childhood centers,1
36081017600,early childhood centers,4
36081143500,early childhood centers,0
36081013800,early childhood centers,2
36081028400,early childhood centers,6
36081058000,early childhood centers,3
36081071303,early childhood centers,2
36005032800,early childhood centers,8
36081077902,early childhood centers,7
36081077907,early childhood centers,3
36081017000,early childhood centers,2
36081019400,early childhood centers,5
36047097400,early childhood centers,7
36047044500,early childhood centers,1
36047044700,early childhood centers,0
36047006600,early childhood centers,1
36005051600,early childhood centers,1
36047062000,early childhood centers,3
36047039000,early childhood centers,1
36005034000,early childhood centers,4
36047004900,early childhood centers,0
36047009400,early childhood centers,4
36047009600,early childhood centers,3
36047008200,early childhood centers,7
36047008600,early childhood centers,0
36047117602,early childhood centers,3
36047034900,early childhood centers,10
36047035100,early childhood centers,5
36047064200,early childhood centers,4
36047064400,early childhood centers,1
36081005500,early childhood centers,1
36061011900,early childhood centers,0
36061012500,early childhood centers,0
36081115900,early childhood centers,3
36061022500,early childhood centers,17
36061029300,early childhood centers,18
36047020000,early childhood centers,2
36047020200,early childhood centers,0
36047016800,early childhood centers,0
36005015800,early childhood centers,5
36061003001,early childhood centers,4
36005015200,early childhood centers,6
36047058200,early childhood centers,0
36047055400,early childhood centers,2
36047055600,early childhood centers,5
36047021700,early childhood centers,1
36047083400,early childhood centers,2
36047085400,early childhood centers,6
36005022403,early childhood centers,7
36061001600,early childhood centers,7
36047046201,early childhood centers,3
36005044800,early childhood centers,3
36005034200,early childhood centers,4
36005034400,early childhood centers,6
36047025901,early childhood centers,2
36047025902,early childhood centers,1
36005022404,early childhood centers,5
36081094700,early childhood centers,0
36047098200,early childhood centers,3
36047003000,early childhood centers,0
36081140300,early childhood centers,0
36081061302,early childhood centers,0
36081062300,early childhood centers,0
36081062500,early childhood centers,4
36081074500,early childhood centers,10
36081101700,early childhood centers,4
36081114100,early childhood centers,2
36081045000,early childhood centers,0
36047040300,early childhood centers,5
36081126700,early childhood centers,3
36081122300,early childhood centers,3
36081134100,early childhood centers,4
36047036002,early childhood centers,5
36047056100,early childhood centers,2
36005033201,early childhood centers,8
36081015200,early childhood centers,1
36081020600,early childhood centers,2
36047052700,early childhood centers,9
36081047200,early childhood centers,0
36047093200,early childhood centers,3
36081059000,early childhood centers,1
36081004700,early childhood centers,6
36047090800,early childhood centers,3
36085011402,early childhood centers,1
36047111800,early childhood centers,5
36047052900,early childhood centers,8
36005036300,early childhood centers,25
36081091900,early childhood centers,1
36081092500,early childhood centers,2
36047076600,early childhood centers,2
36061012000,early childhood centers,0
36061012800,early childhood centers,0
36081045600,early childhood centers,0
36005021100,early childhood centers,23
36081050500,early childhood centers,0
36005022800,early childhood centers,10
36005027700,early childhood centers,8
36005027300,early childhood centers,18
36005042000,early childhood centers,3
36005040800,early childhood centers,11
36005021302,early childhood centers,17
36047025700,early childhood centers,3
36081157101,early childhood centers,3
36005026701,early childhood centers,9
36081063301,early childhood centers,0
36081063302,early childhood centers,0
36005024400,early childhood centers,4
36081085500,early childhood centers,4
36081086300,early childhood centers,0
36081086500,early childhood centers,1
36081116300,early childhood centers,0
36081104700,early childhood centers,2
36005022703,early childhood centers,9
36005022702,early childhood centers,7
36085017009,early childhood centers,1
36081035700,early childhood centers,10
36061015001,early childhood centers,0
36005009800,early childhood centers,4
36081009600,early childhood centers,2
36081004500,early childhood centers,1
36081005300,early childhood centers,0
36047048000,early childhood centers,1
36047048200,early childhood centers,2
36047048400,early childhood centers,7
36047117400,early childhood centers,6
36047117601,early childhood centers,6
36005021001,early childhood centers,5
36005023800,early childhood centers,2
36005022200,early childhood centers,8
36047003600,early childhood centers,3
36047006800,early childhood centers,3
36081144700,early childhood centers,3
36081005700,early childhood centers,4
36081005900,early childhood centers,1
36081054800,early childhood centers,2
36081047300,early childhood centers,1
36005030000,early childhood centers,2
36081015500,early childhood centers,1
36081015700,early childhood centers,0
36081015900,early childhood centers,0
36047119800,early childhood centers,8
36061010601,early childhood centers,0
36047026100,early childhood centers,3
36005030200,early childhood centers,6
36047110600,early childhood centers,2
36047036700,early childhood centers,2
36047051100,early childhood centers,5
36061012100,early childhood centers,0
36047016900,early childhood centers,1
36047017100,early childhood centers,0
36081059200,early childhood centers,0
36081062200,early childhood centers,3
36061022600,early childhood centers,6
36047102200,early childhood centers,4
36061005501,early childhood centers,1
36061020800,early childhood centers,2
36005007700,early childhood centers,5
36005007500,early childhood centers,17
36005007300,early childhood centers,21
36005007900,early childhood centers,24
36047035601,early childhood centers,0
36047061600,early childhood centers,2
36047013100,early childhood centers,5
36005037504,early childhood centers,17
36047053700,early childhood centers,7
36005026500,early childhood centers,20
36047042200,early childhood centers,0
36047043800,early childhood centers,3
36047150200,early childhood centers,3
36005038200,early childhood centers,5
36047049400,early childhood centers,1
36081007500,early childhood centers,0
36081007700,early childhood centers,0
36081045500,early childhood centers,13
36081063000,early childhood centers,2
36047014100,early childhood centers,3
36081030904,early childhood centers,0
36081049200,early childhood centers,4
36081012200,early childhood centers,4
36081014400,early childhood centers,1
36081015000,early childhood centers,5
36047038500,early childhood centers,1
36047030100,early childhood centers,4
36081012000,early childhood centers,3
36081014800,early childhood centers,0
36005003100,early childhood centers,3
36005005200,early childhood centers,14
36047014900,early childhood centers,4
36047014500,early childhood centers,1
36047014700,early childhood centers,1
36061009200,early childhood centers,0
36061011401,early childhood centers,0
36081146300,early childhood centers,1
36047025300,early childhood centers,5
36081146700,early childhood centers,2
36047020600,early childhood centers,1
36081100801,early childhood centers,6
36061000100,early childhood centers,0
36081002600,early childhood centers,1
36047044800,early childhood centers,1
36047045000,early childhood centers,0
36047080200,early childhood centers,9
36047075800,early childhood centers,1
36081115100,early childhood centers,2
36081117100,early childhood centers,0
36081040500,early childhood centers,0
36081040700,early childhood centers,9
36081040900,early childhood centers,2
36061013100,early childhood centers,0
36047062800,early childhood centers,0
36081025700,early childhood centers,4
36081026300,early childhood centers,3
36047037700,early childhood centers,8
36081026500,early childhood centers,0
36081029100,early childhood centers,0
36081029300,early childhood centers,1
36081051300,early childhood centers,1
36005021002,early childhood centers,8
36005021200,early childhood centers,0
36005038800,early childhood centers,1
36005039000,early childhood centers,8
36005038600,early childhood centers,16
36047028300,early childhood centers,3
36047037300,early childhood centers,3
36047037500,early childhood centers,7
36005022901,early childhood centers,12
36061014900,early childhood centers,0
36081016900,early childhood centers,0
36005004600,early childhood centers,1
36047034300,early childhood centers,5
36047034500,early childhood centers,4
36047011200,early childhood centers,8
36005031000,early childhood centers,2
36005027402,early childhood centers,2
36047050803,early childhood centers,3
36047007100,early childhood centers,2
36047012700,early childhood centers,1
36047028600,early childhood centers,0
36047050804,early childhood centers,4
36047039400,early childhood centers,0
36047041402,early childhood centers,0
36047041600,early childhood centers,0
36047093400,early childhood centers,0
36047094600,early childhood centers,3
36081048200,early childhood centers,2
36047028502,early childhood centers,3
36081006100,early childhood centers,5
36005016000,early childhood centers,1
36047072000,early childhood centers,2
36047072200,early childhood centers,4
36061022700,early childhood centers,1
36081033000,early childhood centers,10
36081083800,early childhood centers,2
36061017402,early childhood centers,6
36005042901,early childhood centers,3
36061021500,early childhood centers,9
36081046400,early childhood centers,0
36081127700,early childhood centers,2
36047024300,early childhood centers,3
36047025100,early childhood centers,2
36047026500,early childhood centers,6
36081109700,early childhood centers,0
36061008800,early childhood centers,0
36061009000,early childhood centers,1
36047018100,early childhood centers,1
36081084601,early childhood centers,0
36081139900,early childhood centers,1
36081129102,early childhood centers,0
36081074900,early childhood centers,0
36005042600,early childhood centers,12
36081033402,early childhood centers,7
36047003700,early childhood centers,1
36047003900,early childhood centers,1
36047017400,early childhood centers,0
36047017600,early childhood centers,1
36081006501,early childhood centers,0
36081144100,early childhood centers,0
36047035700,early childhood centers,0
36047035900,early childhood centers,7
36005014100,early childhood centers,13
36005018400,early childhood centers,4
36005016400,early childhood centers,2
36047028100,early childhood centers,8
36005008700,early childhood centers,8
36081051100,early childhood centers,0
36081025400,early childhood centers,10
36061001402,early childhood centers,7
36081044601,early childhood centers,4
36081046000,early childhood centers,1
36081021200,early childhood centers,4
36081024000,early childhood centers,5
36081013700,early childhood centers,0
36081006900,early childhood centers,3
36081012500,early childhood centers,0
36047015000,early childhood centers,1
36061007000,early childhood centers,1
36081009500,early childhood centers,0
36081035200,early childhood centers,6
36085002700,early childhood centers,0
36047118201,early childhood centers,3
36081041400,early childhood centers,4
36081044000,early childhood centers,7
36047021100,early childhood centers,2
36081099701,early childhood centers,0
36085031902,early childhood centers,9
36081150701,early childhood centers,1
36081063500,early childhood centers,2
36081077908,early childhood centers,3
36047050100,early childhood centers,0
36047051500,early childhood centers,0
36047018300,early childhood centers,2
36047018700,early childhood centers,3
36005008400,early childhood centers,3
36005006700,early childhood centers,6
36081053100,early childhood centers,0
36047004300,early childhood centers,2
36047004500,early childhood centers,1
36047017500,early childhood centers,0
36061001200,early childhood centers,2
36081148300,early childhood centers,2
36005020501,early childhood centers,16
36061022400,early childhood centers,9
36081015801,early childhood centers,8
36081020800,early childhood centers,1
36081024600,early childhood centers,2
36081018900,early childhood centers,3
36081024900,early childhood centers,3
36081046200,early childhood centers,2
36061007200,early childhood centers,0
36061007400,early childhood centers,0
36081056000,early childhood centers,2
36081043900,early childhood centers,1
36047036900,early childhood centers,5
36081142900,early childhood centers,1
36081145101,early childhood centers,1
36081006201,early childhood centers,1
36047050202,early childhood centers,3
36005027900,early childhood centers,12
36081025800,early childhood centers,1
36005035800,early childhood centers,14
36061011500,early childhood centers,1
36047057500,early childhood centers,0
36047057900,early childhood centers,0
36047052300,early childhood centers,4
36081103201,early childhood centers,11
36081019800,early childhood centers,4
36081019600,early childhood centers,5
36081020200,early childhood centers,0
36081043701,early childhood centers,2
36081043702,early childhood centers,4
36047010600,early childhood centers,3
36047052500,early childhood centers,4
36085014607,early childhood centers,0
36047036600,early childhood centers,6
36047037000,early childhood centers,4
36047037401,early childhood centers,2
36081098700,early childhood centers,5
36005005400,early childhood centers,16
36047058800,early childhood centers,2
36047059000,early childhood centers,2
36047060600,early childhood centers,0
36081002400,early childhood centers,6
36047037402,early childhood centers,1
36061010602,early childhood centers,0
36061011000,early childhood centers,1
36061011600,early childhood centers,1
36081108500,early childhood centers,0
36081109900,early childhood centers,3
36081113300,early childhood centers,2
36085013201,early childhood centers,1
36061019600,early childhood centers,6
36047059800,early childhood centers,1
36047062600,early childhood centers,2
36047047800,early childhood centers,6
36047016100,early childhood centers,2
36047003500,early childhood centers,2
36047017900,early childhood centers,0
36047020500,early childhood centers,4
36047031702,early childhood centers,2
36047032100,early childhood centers,5
36047038700,early childhood centers,2
36047042400,early childhood centers,1
36047041200,early childhood centers,2
36047024400,early childhood centers,6
36047046800,early childhood centers,1
36081070900,early childhood centers,0
36081053900,early childhood centers,4
36047027500,early childhood centers,3
36047027700,early childhood centers,3
36047012901,early childhood centers,1
36047012902,early childhood centers,0
36047045300,early childhood centers,1
36047048500,early childhood centers,2
36047030800,early childhood centers,0
36005007400,early childhood centers,9
36047028200,early childhood centers,5
36005008600,early childhood centers,6
36047118800,early childhood centers,1
36081074700,early childhood centers,3
36005022101,early childhood centers,7
36005014702,early childhood centers,9
36005016900,early childhood centers,8
36081009800,early childhood centers,1
36081011000,early childhood centers,4
36081070300,early childhood centers,1
36081070700,early childhood centers,0
36047022600,early childhood centers,2
36047048900,early childhood centers,1
36047049300,early childhood centers,5
36061008200,early childhood centers,0
36005009600,early childhood centers,3
36005020100,early childhood centers,13
36005007800,early childhood centers,7
36047021800,early childhood centers,6
36005009200,early childhood centers,4
36061008603,early childhood centers,0
36047079801,early childhood centers,1
36047079802,early childhood centers,6
36047008500,early childhood centers,5
36047088000,early childhood centers,1
36005039500,early childhood centers,21
36081133300,early childhood centers,2
36081134700,early childhood centers,3
36081040400,early childhood centers,3
36081061601,early childhood centers,0
36081062000,early childhood centers,1
36081037600,early childhood centers,9
36047042300,early childhood centers,7
36081001900,early childhood centers,1
36081008300,early childhood centers,2
36081008100,early childhood centers,0
36081062400,early childhood centers,0
36081062600,early childhood centers,5
36081021400,early childhood centers,5
36081060100,early childhood centers,0
36081060300,early childhood centers,2
36081049301,early childhood centers,3
36061012400,early childhood centers,0
36061013200,early childhood centers,1
36005002300,early childhood centers,3
36047028000,early childhood centers,1
36081014201,early childhood centers,1
36081014202,early childhood centers,2
36081045200,early childhood centers,0
36081045400,early childhood centers,0
36081066900,early childhood centers,0
36047030700,early childhood centers,4
36047034700,early childhood centers,5
36081085700,early childhood centers,0
36081015100,early childhood centers,0
36047010000,early childhood centers,1
36081016300,early childhood centers,3
36061025500,early childhood centers,5
36005034300,early childhood centers,0
36005039901,early childhood centers,13
36081012301,early childhood centers,0
36081013500,early childhood centers,0
36081042700,early childhood centers,0
36081099704,early childhood centers,2
36005045600,early childhood centers,3
36081122701,early childhood centers,5
36081122702,early childhood centers,3
36047048600,early childhood centers,3
36081107201,early childhood centers,1
36081025301,early childhood centers,2
36081026000,early childhood centers,6
36081026200,early childhood centers,2
36081018700,early childhood centers,2
36047038600,early childhood centers,2
36047039800,early childhood centers,2
36047002300,early childhood centers,5
36081079701,early childhood centers,4
36081084500,early childhood centers,2
36081085900,early childhood centers,5
36005025600,early childhood centers,2
36047019100,early childhood centers,0
36005021900,early childhood centers,4
36061013800,early childhood centers,1
36047021300,early childhood centers,4
36047032500,early childhood centers,8
36005021501,early childhood centers,10
36081055200,early childhood centers,0
36081018300,early childhood centers,3
36081025100,early childhood centers,3
36081025302,early childhood centers,0
36005014400,early childhood centers,4
36047028700,early childhood centers,1
36047028900,early childhood centers,4
36005026601,early childhood centers,1
36005026602,early childhood centers,8
36047053500,early childhood centers,9
36047033000,early childhood centers,4
36047032800,early childhood centers,4
36047048800,early childhood centers,2
36081099900,early childhood centers,0
36047024100,early childhood centers,5
36081010000,early childhood centers,1
36081086400,early childhood centers,0
36005006900,early childhood centers,11
36047030600,early childhood centers,0
36047033600,early childhood centers,1
36047030300,early childhood centers,8
36047079602,early childhood centers,6
36047082000,early childhood centers,9
36047082200,early childhood centers,4
36047000900,early childhood centers,1
36047078200,early childhood centers,2
36047083000,early childhood centers,3
36047031500,early childhood centers,2
36047019300,early childhood centers,2
36047023300,early childhood centers,2
36047087600,early childhood centers,4
36047022400,early childhood centers,11
36005034500,early childhood centers,4
36081161700,early childhood centers,0
36081018101,early childhood centers,1
36081018102,early childhood centers,1
36081115500,early childhood centers,0
36081116700,early childhood centers,3
36047077600,early childhood centers,7
36047078000,early childhood centers,1
36047054600,early childhood centers,7
36047054800,early childhood centers,0
36047082600,early childhood centers,5
36047082800,early childhood centers,5
36047023000,early childhood centers,4
36047022800,early childhood centers,9
36047049600,early childhood centers,0
36047049800,early childhood centers,1
36047050000,early childhood centers,1
36047006400,early childhood centers,0
36047013800,early childhood centers,3
36047006200,early childhood centers,2
36047014800,early childhood centers,0
36047016600,early childhood centers,0
36047040000,early childhood centers,0
36047041000,early childhood centers,0
36047023200,early childhood centers,26
36047023400,early childhood centers,6
36047011600,early childhood centers,2
36047021600,early childhood centers,2
36047009000,early childhood centers,0
36047009200,early childhood centers,6
36047018000,early childhood centers,2
36085031901,early childhood centers,6
36081042400,early childhood centers,2
36005036700,early childhood centers,16
36085009602,early childhood centers,3
36047051002,early childhood centers,2
36047079400,early childhood centers,4
36047049000,early childhood centers,1
36047049200,early childhood centers,5
36081055700,early childhood centers,3
36047029500,early childhood centers,2
36047038300,early childhood centers,4
36081094202,early childhood centers,1
36047039200,early childhood centers,1
36047058400,early childhood centers,3
36061008400,early childhood centers,0
36081061000,early childhood centers,0
36081061200,early childhood centers,1
36005033700,early childhood centers,3
36081052100,early childhood centers,2
36081060701,early childhood centers,0
36047019900,early childhood centers,4
36005026900,early childhood centers,6
36081044400,early childhood centers,3
36081046800,early childhood centers,2
36005012901,early childhood centers,7
36005015900,early childhood centers,5
36047000200,early childhood centers,0
36047014000,early childhood centers,1
36081093800,early childhood centers,1
36047031400,early childhood centers,2
36081051700,early childhood centers,1
36047078800,early childhood centers,12
36047020300,early childhood centers,1
36081111300,early childhood centers,2
36081112300,early childhood centers,2
36081035800,early childhood centers,8
36081064600,early childhood centers,6
36081047900,early childhood centers,4
36047077200,early childhood centers,3
36047077000,early childhood centers,4
36047020100,early childhood centers,1
36081081800,early childhood centers,5
36081084602,early childhood centers,2
36081080301,early childhood centers,1
36081080900,early childhood centers,5
36061014200,early childhood centers,2
36047036100,early childhood centers,3
36047031100,early childhood centers,3
36047031300,early childhood centers,3
36047096200,early childhood centers,3
36081071305,early childhood centers,0
36081017800,early childhood centers,2
36081084000,early childhood centers,7
36047061002,early childhood centers,0
36081092200,early childhood centers,1
36081057900,early childhood centers,0
36047060800,early childhood centers,7
36047061003,early childhood centers,0
36047029200,early childhood centers,1
36047029400,early childhood centers,0
36047058900,early childhood centers,0
36081058100,early childhood centers,4
36081057700,early childhood centers,3
36081061301,early childhood centers,1
36085013204,early childhood centers,3
36081053500,early childhood centers,0
36081059500,early childhood centers,7
36005035900,early childhood centers,9
36005036100,early childhood centers,2
36047062200,early childhood centers,1
36081002200,early childhood centers,1
36081003000,early childhood centers,2
36081010800,early childhood centers,2
36081011800,early childhood centers,1
36081051600,early childhood centers,1
36061030900,early childhood centers,16
36081099801,early childhood centers,12
36081018402,early childhood centers,5
36081023600,early childhood centers,0
36081023800,early childhood centers,0
36081043200,early childhood centers,1
36081095400,early childhood centers,7
36005037400,early childhood centers,4
36081027600,early childhood centers,2
36081027800,early childhood centers,4
36081026400,early childhood centers,3
36081018200,early childhood centers,3
36081018600,early childhood centers,4
36005027401,early childhood centers,2
36047011800,early childhood centers,2
36081052200,early childhood centers,3
36047099000,early childhood centers,4
36081053401,early childhood centers,3
36081048400,early childhood centers,1
36081050000,early childhood centers,5
36081014100,early childhood centers,0
36081055400,early childhood centers,0
36005024800,early childhood centers,3
36005029600,early childhood centers,0
36061020901,early childhood centers,6
36081032800,early childhood centers,6
36081068200,early childhood centers,2
36081047600,early childhood centers,1
36081047800,early childhood centers,2
36047050900,early childhood centers,1
36081029500,early childhood centers,4
36085001100,early childhood centers,7
36085001700,early childhood centers,0
36081029900,early childhood centers,0
36081152901,early childhood centers,1
36081065000,early childhood centers,2
36005024502,early childhood centers,9
36005026100,early childhood centers,1
36005026300,early childhood centers,15
36005031600,early childhood centers,2
36005032400,early childhood centers,5
36005032600,early childhood centers,1
36047015400,early childhood centers,0
36047030200,early childhood centers,0
36047088400,early childhood centers,7
36047030400,early childhood centers,0
36047018200,early childhood centers,4
36047038200,early childhood centers,1
36047040200,early childhood centers,3
36047045800,early childhood centers,1
36085010500,early childhood centers,10
36085023900,early childhood centers,8
36005020000,early childhood centers,5
36005028600,early childhood centers,1
36005020502,early childhood centers,5
36005040702,early childhood centers,28
36005031800,early childhood centers,2
36005035000,early childhood centers,5
36005045800,early childhood centers,7
36005046000,early childhood centers,3
36061022900,early childhood centers,6
36085002900,early childhood centers,16
36085003300,early childhood centers,3
36081010100,early childhood centers,0
36081009700,early childhood centers,0
36085013301,early childhood centers,2
36085018702,early childhood centers,4
36005035100,early childhood centers,0
36005038000,early childhood centers,5
36005033800,early childhood centers,5
36047116600,early childhood centers,4
36047116800,early childhood centers,2
36047105801,early childhood centers,4
36047042500,early childhood centers,2
36047038900,early childhood centers,2
36047039100,early childhood centers,0
36085020804,early childhood centers,2
36047087200,early childhood centers,8
36047087401,early childhood centers,3
36061014700,early childhood centers,2
36061015100,early childhood centers,8
36061013600,early childhood centers,1
36047003300,early childhood centers,1
36047072400,early childhood centers,5
36047094402,early childhood centers,2
36047110400,early childhood centers,15
36047112200,early childhood centers,8
36047121400,early childhood centers,2
36081005200,early childhood centers,3
36081005400,early childhood centers,4
36047111600,early childhood centers,7
36047112000,early childhood centers,8
36047095600,early childhood centers,4
36047098800,early childhood centers,4
36061023300,early childhood centers,4
36061022000,early childhood centers,7
36047101200,early childhood centers,2
36047027100,early childhood centers,1
36047081600,early childhood centers,6
36061003100,early childhood centers,3
36061016400,early childhood centers,8
36047090600,early childhood centers,10
36047049100,early childhood centers,4
36047050700,early childhood centers,4
36047121000,early childhood centers,3
36061015802,early childhood centers,0
36061018000,early childhood centers,12
36061018200,early childhood centers,10
36047070203,early childhood centers,0
36047120800,early childhood centers,19
36061002201,early childhood centers,5
36061002202,early childhood centers,0
36047055300,early childhood centers,1
36047089200,early childhood centers,2
36047089400,early childhood centers,9
36047090000,early childhood centers,6
36061008900,early childhood centers,5
36061009300,early childhood centers,2
36061011100,early childhood centers,0
36061022301,early childhood centers,8
36081004401,early childhood centers,1
36047037100,early childhood centers,6
36047037900,early childhood centers,7
36005043100,early childhood centers,29
36047033500,early childhood centers,7
36047035300,early childhood centers,3
36047029900,early childhood centers,2
36047038100,early childhood centers,5
36081003400,early childhood centers,3
36047118600,early childhood centers,1
36047035500,early childhood centers,5
36047088200,early childhood centers,10
36005033600,early childhood centers,7
36005037600,early childhood centers,6
36005034800,early childhood centers,10
36005036400,early childhood centers,6
36061019300,early childhood centers,12
36061007500,early childhood centers,0
36047066200,early childhood centers,0
36081022900,early childhood centers,0
36081079300,early childhood centers,0
36047069800,early childhood centers,5
36047101800,early childhood centers,2
36047105804,early childhood centers,4
36081023500,early childhood centers,1
36081056700,early childhood centers,3
36081005000,early childhood centers,0
36081063900,early childhood centers,0
36081080302,early childhood centers,0
36047040500,early childhood centers,1
36085027704,early childhood centers,1
36085019700,early childhood centers,0
36047085600,early childhood centers,6
36047085800,early childhood centers,4
36047085200,early childhood centers,0
