resource_geoid,category,count
36081022002,early childhood centers,3
36081077903,early childhood centers,1
36081038302,early childhood centers,0
36081077905,early childhood centers,2
36085021300,early childhood centers,3
36081053800,early childhood centers,4
36081058200,early childhood centers,7
36085000600,early childhood centers,1
36085002100,early childhood centers,4
36085015400,early childhood centers,0
36085015603,early childhood centers,2
36081118900,early childhood centers,0
36081119900,early childhood centers,1
36081056800,early childhood centers,9
36005012300,early childhood centers,7
36081049302,early childhood centers,1
36081049700,early childhood centers,1
36061006500,early childhood centers,0
36061006700,early childhood centers,0
36061007300,early childhood centers,1
36081038100,early childhood centers,7
36081039900,early childhood centers,1
36047036502,early childhood centers,0
36047005900,early childhood centers,1
36047006300,early childhood centers,1
36005005300,early childhood centers,4
36005024700,early childhood centers,5
36061003400,early childhood centers,3
36005015700,early childhood centers,9
36005015500,early childhood centers,5
36005016100,early childhood centers,10
36005016300,early childhood centers,0
36085020100,early childhood centers,2
36085024700,early childhood centers,5
36061002800,early childhood centers,6
36061006400,early childhood centers,2
36061004800,early childhood centers,1
36047035602,early childhood centers,3
36047036400,early childhood centers,8
36061004400,early childhood centers,0
36081071304,early childhood centers,3
36081071701,early childhood centers,5
36061006000,early childhood centers,0
36081069000,early childhood centers,2
36061006200,early childhood centers,2
36081029700,early childhood centers,1
36081030902,early childhood centers,0
36061005000,early childhood centers,0
36081130100,early childhood centers,0
36081156700,early childhood centers,5
36005016700,early childhood centers,8
36005017100,early childhood centers,0
36005017702,early childhood centers,13
36005012701,early childhood centers,9
36081069400,early childhood centers,8
36081021600,early childhood centers,1
36081022001,early childhood centers,4
36081020500,early childhood centers,0
36081019900,early childhood centers,0
36081021900,early childhood centers,0
36005011900,early childhood centers,14
36005012102,early childhood centers,1
36085000900,workforce development,17
36061009800,workforce development,5
36061010000,workforce development,3
36061010200,workforce development,5
36061010400,workforce development,4
36061011300,workforce development,8
36061011402,workforce development,5
36061013000,workforce development,3
36061014000,workforce development,4
36061014801,workforce development,1
36061018400,workforce development,26
36061019000,workforce development,12
36061020600,workforce development,12
36047007800,workforce development,14
36047008000,workforce development,9
36061024900,workforce development,4
36061026100,workforce development,16
36061026300,workforce development,25
36061026900,workforce development,16
36061027700,workforce development,31
36047000501,workforce development,2
36047004100,workforce development,4
36047005800,workforce development,5
36047006000,workforce development,5
36047006700,workforce development,6
36047006900,workforce development,6
36047007400,workforce development,19
36047009800,workforce development,19
36047010100,workforce development,10
36047010200,workforce development,13
36047010400,workforce development,21
36047010800,workforce development,7
36047011000,workforce development,5
36047011400,workforce development,8
36047012801,workforce development,5
36047013000,workforce development,11
36047013200,workforce development,5
36047013300,workforce development,5
36047013700,workforce development,9
36047013900,workforce development,6
36047015100,workforce development,5
36047015300,workforce development,3
36047015500,workforce development,2
36047015700,workforce development,6
36085029102,workforce development,9
36047017000,workforce development,5
36047017800,workforce development,9
36047018600,workforce development,3
36047018800,workforce development,5
36047019000,workforce development,10
36047019200,workforce development,8
36047019400,workforce development,5
36047019500,workforce development,6
36047019600,workforce development,8
36047019700,workforce development,1
36047019800,workforce development,2
36047020400,workforce development,0
36047020800,workforce development,1
36047021000,workforce development,2
36047021200,workforce development,7
36047021400,workforce development,2
36047021900,workforce development,5
36047022000,workforce development,16
36047022100,workforce development,9
36047022200,workforce development,14
36047022700,workforce development,14
36047023500,workforce development,8
36047023600,workforce development,19
36047023800,workforce development,15
36047024000,workforce development,12
36047024200,workforce development,4
36047024500,workforce development,7
36047024600,workforce development,3
36047024700,workforce development,17
36047024800,workforce development,13
36047024900,workforce development,11
36047025000,workforce development,6
36047040600,workforce development,3
36047025200,workforce development,7
36047025400,workforce development,11
36047025600,workforce development,7
36047025800,workforce development,8
36047026000,workforce development,13
36047026200,workforce development,3
36047026300,workforce development,2
36047026400,workforce development,8
36047026600,workforce development,1
36047026700,workforce development,7
36047026800,workforce development,2
36047026900,workforce development,16
36047027000,workforce development,4
36047027200,workforce development,4
36047027300,workforce development,8
36047027400,workforce development,2
36047027600,workforce development,10
36047027800,workforce development,5
36047027900,workforce development,8
36047028400,workforce development,6
36047028501,workforce development,3
36047028800,workforce development,4
36047029100,workforce development,9
36047029300,workforce development,9
36047029700,workforce development,10
36047029800,workforce development,9
36047030000,workforce development,10
36047030500,workforce development,10
36047030900,workforce development,5
36047031701,workforce development,11
36047032300,workforce development,11
36047032900,workforce development,6
36047033100,workforce development,6
36047033700,workforce development,10
36047033900,workforce development,11
36047034100,workforce development,3
36047034200,workforce development,18
36047036300,workforce development,6
36047038800,workforce development,2
36047039600,workforce development,3
36047039700,workforce development,14
36047039900,workforce development,7
36047040100,workforce development,4
36047040400,workforce development,1
36047040800,workforce development,8
36047041300,workforce development,8
36047041401,workforce development,6
36047041500,workforce development,7
36047041700,workforce development,5
36047041800,workforce development,9
36047041900,workforce development,11
36047042000,workforce development,6
36047042100,workforce development,9
36047042600,workforce development,12
36047042700,workforce development,12
36047042800,workforce development,12
36047042900,workforce development,13
36047043000,workforce development,10
36047043100,workforce development,10
36047043200,workforce development,10
36047043300,workforce development,10
36047043400,workforce development,3
36047043500,workforce development,18
36047043600,workforce development,4
36047043900,workforce development,8
36047044000,workforce development,1
36047044100,workforce development,12
36047044200,workforce development,1
36047044300,workforce development,10
36047044400,workforce development,1
36047044600,workforce development,5
36047045200,workforce development,0
36047045400,workforce development,6
36047045600,workforce development,2
36047046000,workforce development,1
36047047000,workforce development,8
36047047200,workforce development,4
36047047600,workforce development,14
36047049500,workforce development,7
36047049900,workforce development,2
36047050300,workforce development,7
36047050500,workforce development,11
36047050801,workforce development,5
36047051001,workforce development,7
36047051400,workforce development,9
36047051601,workforce development,5
36047051602,workforce development,7
36047051700,workforce development,6
36047051800,workforce development,5
36047052000,workforce development,14
36047052600,workforce development,9
36047052800,workforce development,8
36047053000,workforce development,4
36047053200,workforce development,4
36047053300,workforce development,12
36047053400,workforce development,5
36047053800,workforce development,2
36047054200,workforce development,9
36047054400,workforce development,4
36047055000,workforce development,9
36047055200,workforce development,16
36047055800,workforce development,3
36047056000,workforce development,1
36047056200,workforce development,1
36047056400,workforce development,3
36047056600,workforce development,2
36047056800,workforce development,3
36047056900,workforce development,8
36047057000,workforce development,11
36047057100,workforce development,10
36047057200,workforce development,6
36047057300,workforce development,4
36047057400,workforce development,3
36047057600,workforce development,3
36047057800,workforce development,8
36047058000,workforce development,5
36047058600,workforce development,5
36047059100,workforce development,3
36047059200,workforce development,11
36047059401,workforce development,10
36047059402,workforce development,15
36047059600,workforce development,6
36047060000,workforce development,14
36047063200,workforce development,0
36047063600,workforce development,3
36047063800,workforce development,0
36047064000,workforce development,3
36047064600,workforce development,2
36047064800,workforce development,2
36047065000,workforce development,4
36047065200,workforce development,3
36047065400,workforce development,0
36047065600,workforce development,2
36047065800,workforce development,4
36047066000,workforce development,0
36047067000,workforce development,0
36047067200,workforce development,9
36047067400,workforce development,4
36047067600,workforce development,4
36047067800,workforce development,3
36047068000,workforce development,13
36047068200,workforce development,4
36047068600,workforce development,2
36047068800,workforce development,4
36047069000,workforce development,7
36047069200,workforce development,4
36047072800,workforce development,9
36047073400,workforce development,3
36047073800,workforce development,4
36047074000,workforce development,4
36047074400,workforce development,0
36047074600,workforce development,8
36047074800,workforce development,4
36047075000,workforce development,4
36047075200,workforce development,0
36047075400,workforce development,1
36047075600,workforce development,1
36047076000,workforce development,3
36047076200,workforce development,1
36047076400,workforce development,5
36047076800,workforce development,17
36047078400,workforce development,7
36047079000,workforce development,11
36047079200,workforce development,8
36047079601,workforce development,5
36047080000,workforce development,3
36047080400,workforce development,8
36047080600,workforce development,9
36047081400,workforce development,10
36047081800,workforce development,12
36047082400,workforce development,18
36047083200,workforce development,1
36047083600,workforce development,6
36047083800,workforce development,8
36047084000,workforce development,10
36047084600,workforce development,0
36047084800,workforce development,4
36047085000,workforce development,5
36047086200,workforce development,5
36047086400,workforce development,8
36047086600,workforce development,10
36047086800,workforce development,18
36047087000,workforce development,10
36047087800,workforce development,7
36047089000,workforce development,17
36047089600,workforce development,16
36047089800,workforce development,10
36047090200,workforce development,17
36047091600,workforce development,10
36047092400,workforce development,17
36047013500,workforce development,5
36047092800,workforce development,7
36047093000,workforce development,8
36047095400,workforce development,11
36047096400,workforce development,16
36047096600,workforce development,6
36047096800,workforce development,6
36047097000,workforce development,4
36047098400,workforce development,4
36047098600,workforce development,7
36047099200,workforce development,5
36047099400,workforce development,2
36047099600,workforce development,9
36047100400,workforce development,1
36047100600,workforce development,3
36047100800,workforce development,7
36047101000,workforce development,6
36047101400,workforce development,2
36047101600,workforce development,2
36047102000,workforce development,0
36047102400,workforce development,4
36047102600,workforce development,2
36047111000,workforce development,2
36047112400,workforce development,8
36047112600,workforce development,15
36047112800,workforce development,20
36047113000,workforce development,6
36047113400,workforce development,8
36047114600,workforce development,11
36047115000,workforce development,4
36047115200,workforce development,12
36047115600,workforce development,9
36047116000,workforce development,6
36047116200,workforce development,6
36047116400,workforce development,8
36047117000,workforce development,6
36047117201,workforce development,5
36047117202,workforce development,15
36047119400,workforce development,11
36005003300,workforce development,17
36005003500,workforce development,10
36005003800,workforce development,3
36005004001,workforce development,4
36005017500,workforce development,17
36005004400,workforce development,8
36005004800,workforce development,8
36005006800,workforce development,9
36005007000,workforce development,8
36005008900,workforce development,9
36005012101,workforce development,13
36005012500,workforce development,13
36005013100,workforce development,10
36005014300,workforce development,4
36005016200,workforce development,3
36005016600,workforce development,0
36005017902,workforce development,17
36005020200,workforce development,6
36005020400,workforce development,7
36005020601,workforce development,2
36005021601,workforce development,18
36005022102,workforce development,15
36005022300,workforce development,24
36005023200,workforce development,9
36005023600,workforce development,8
36005024300,workforce development,26
36005024600,workforce development,1
36005025000,workforce development,5
36005025200,workforce development,4
36005025400,workforce development,1
36005028700,workforce development,7
36005028800,workforce development,2
36005030100,workforce development,1
36005031200,workforce development,3
36005031400,workforce development,0
36005033000,workforce development,7
36005036000,workforce development,3
36005036502,workforce development,10
36005036800,workforce development,7
36005037000,workforce development,2
36005037200,workforce development,10
36005039200,workforce development,12
36005039400,workforce development,16
36005039600,workforce development,7
36005039800,workforce development,2
36005040100,workforce development,17
36005040303,workforce development,17
36005040304,workforce development,15
36005040400,workforce development,7
36005040501,workforce development,18
36005040502,workforce development,23
36005040600,workforce development,6
36005040701,workforce development,8
36005042200,workforce development,4
36005042300,workforce development,15
36005042400,workforce development,4
36005042800,workforce development,5
36005042902,workforce development,10
36005043000,workforce development,2
36005043400,workforce development,6
36005043600,workforce development,1
36081000200,workforce development,1
36081001000,workforce development,3
36081001400,workforce development,1
36081001600,workforce development,6
36081002800,workforce development,2
36081003100,workforce development,2
36081003800,workforce development,4
36081003900,workforce development,1
36081005100,workforce development,0
36081006502,workforce development,2
36081007900,workforce development,2
36081009400,workforce development,1
36081010200,workforce development,3
36081010400,workforce development,4
36081010600,workforce development,1
36081011100,workforce development,0
36081011200,workforce development,3
36081011300,workforce development,3
36081011400,workforce development,1
36081011500,workforce development,2
36081011600,workforce development,1
36081011700,workforce development,2
36081011900,workforce development,2
36081012100,workforce development,1
36081012400,workforce development,2
36081012601,workforce development,1
36081012602,workforce development,2
36081012800,workforce development,1
36081013000,workforce development,4
36081013600,workforce development,2
36081014000,workforce development,1
36081014300,workforce development,0
36081014500,workforce development,1
36081014700,workforce development,1
36081014900,workforce development,3
36081015300,workforce development,2
36081015400,workforce development,3
36081015600,workforce development,2
36081015802,workforce development,1
36081016100,workforce development,0
36081016400,workforce development,3
36081016600,workforce development,2
36081016800,workforce development,1
36081017200,workforce development,1
36081018000,workforce development,4
36081018501,workforce development,1
36081018502,workforce development,0
36081019000,workforce development,7
36081023000,workforce development,5
36081023200,workforce development,6
36081024700,workforce development,1
36081025900,workforce development,3
36081026100,workforce development,0
36081026600,workforce development,5
36081026901,workforce development,7
36081026902,workforce development,2
36081027000,workforce development,4
36081027100,workforce development,1
36081027200,workforce development,2
36081027300,workforce development,3
36081027400,workforce development,2
36081027500,workforce development,0
36081027700,workforce development,5
36081027900,workforce development,3
36081028000,workforce development,3
36081028100,workforce development,1
36081028300,workforce development,5
36081028500,workforce development,2
36081028700,workforce development,5
36081028900,workforce development,1
36081030903,workforce development,4
36081032700,workforce development,2
36081032900,workforce development,7
36081033700,workforce development,2
36081033900,workforce development,6
36081035100,workforce development,4
36081035300,workforce development,3
36081036100,workforce development,5
36081036300,workforce development,3
36081037500,workforce development,1
36081037700,workforce development,4
36081037900,workforce development,3
36081038400,workforce development,5
36081039400,workforce development,7
36081040000,workforce development,1
36081040200,workforce development,0
36081040300,workforce development,7
36081041100,workforce development,3
36081041300,workforce development,0
36081041500,workforce development,10
36081043400,workforce development,5
36081044301,workforce development,2
36081044302,workforce development,3
36081044602,workforce development,2
36081049600,workforce development,2
36081044800,workforce development,3
36081045700,workforce development,5
36081045900,workforce development,0
36081046100,workforce development,1
36081046700,workforce development,2
36081046900,workforce development,2
36081048100,workforce development,1
36081048300,workforce development,2
36081048900,workforce development,1
36081049500,workforce development,0
36081050201,workforce development,2
36081050202,workforce development,1
36081050400,workforce development,3
36081050600,workforce development,1
36081050800,workforce development,2
36081051000,workforce development,1
36081051200,workforce development,3
36081051800,workforce development,2
36081052000,workforce development,3
36081052400,workforce development,4
36081052500,workforce development,0
36081052600,workforce development,4
36081053000,workforce development,3
36081053200,workforce development,4
36081053601,workforce development,2
36081054000,workforce development,9
36081054200,workforce development,3
36081054500,workforce development,9
36081054700,workforce development,9
36081054900,workforce development,9
36081055100,workforce development,3
36081055300,workforce development,6
36081055600,workforce development,0
36081055800,workforce development,1
36061013400,workforce development,9
36081058300,workforce development,3
36081058500,workforce development,5
36081058700,workforce development,2
36081058900,workforce development,3
36081059100,workforce development,4
36081059300,workforce development,4
36081059400,workforce development,0
36081059600,workforce development,2
36081059800,workforce development,1
36081059900,workforce development,1
36081060000,workforce development,0
36081060600,workforce development,3
36081060800,workforce development,1
36081061400,workforce development,4
36081062700,workforce development,4
36081065702,workforce development,0
36081065703,workforce development,2
36081065900,workforce development,2
36081066000,workforce development,7
36081066100,workforce development,0
36081066701,workforce development,0
36081067100,workforce development,0
36081067700,workforce development,0
36081067900,workforce development,1
36081069300,workforce development,3
36081069500,workforce development,2
36081069701,workforce development,3
36081069702,workforce development,6
36081071306,workforce development,2
36081071900,workforce development,8
36081072100,workforce development,4
36081072900,workforce development,2
36081073900,workforce development,2
36081074100,workforce development,2
36081074300,workforce development,2
36081077904,workforce development,7
36081077906,workforce development,6
36081079900,workforce development,1
36081085300,workforce development,6
36081086100,workforce development,2
36081087100,workforce development,5
36081092800,workforce development,1
36081102900,workforce development,0
36081103300,workforce development,0
36081105900,workforce development,1
36081113900,workforce development,0
36081114700,workforce development,0
36081115700,workforce development,1
36081116100,workforce development,0
36081117500,workforce development,2
36081118100,workforce development,1
36081118500,workforce development,0
36081118700,workforce development,3
36081119100,workforce development,0
36081119300,workforce development,0
36081119500,workforce development,2
36081120300,workforce development,0
36081120500,workforce development,1
36081124100,workforce development,4
36081124700,workforce development,0
36081129104,workforce development,1
36081133900,workforce development,1
36081140901,workforce development,1
36081112900,workforce development,1
36081140902,workforce development,0
36081145102,workforce development,1
36081157901,workforce development,0
36081157902,workforce development,2
36081157903,workforce development,2
36081001800,workforce development,5
36081002000,workforce development,2
36081020400,workforce development,2
36081003200,workforce development,2
36081026700,workforce development,3
36005036901,workforce development,7
36005036902,workforce development,15
36081047000,workforce development,2
36005023501,workforce development,19
36005040302,workforce development,13
36005026702,workforce development,23
36081048000,workforce development,6
36005023302,workforce development,17
36081018800,workforce development,1
36081019200,workforce development,3
36081017400,workforce development,1
36081017600,workforce development,4
36081143500,workforce development,0
36081013800,workforce development,2
36081028400,workforce development,8
36081058000,workforce development,3
36081071303,workforce development,2
36005032800,workforce development,10
36081077902,workforce development,8
36081077907,workforce development,3
36081017000,workforce development,2
36081019400,workforce development,5
36047097400,workforce development,12
36047044500,workforce development,6
36047044700,workforce development,1
36047006600,workforce development,8
36005051600,workforce development,3
36047062000,workforce development,3
36047039000,workforce development,3
36005034000,workforce development,6
36047004900,workforce development,0
36047009400,workforce development,14
36047009600,workforce development,12
36047008200,workforce development,15
36047008600,workforce development,1
36047117602,workforce development,7
36047034900,workforce development,11
36047035100,workforce development,25
36047064200,workforce development,6
36047064400,workforce development,3
36081005500,workforce development,1
36061011900,workforce development,1
36061012500,workforce development,0
36081115900,workforce development,3
36061022500,workforce development,25
36061029300,workforce development,28
36047020000,workforce development,13
36047020200,workforce development,0
36047016800,workforce development,0
36005015800,workforce development,8
36061003001,workforce development,9
36005015200,workforce development,8
36047058200,workforce development,0
36047055400,workforce development,11
36047055600,workforce development,8
36047021700,workforce development,3
36047083400,workforce development,3
36047085400,workforce development,6
36005022403,workforce development,12
36061001600,workforce development,26
36047046201,workforce development,4
36005044800,workforce development,3
36005034200,workforce development,5
36005034400,workforce development,6
36047025901,workforce development,4
36047025902,workforce development,1
36005022404,workforce development,9
36081094700,workforce development,0
36047098200,workforce development,5
36047003000,workforce development,1
36081140300,workforce development,0
36081061302,workforce development,0
36081062300,workforce development,0
36081062500,workforce development,5
36081074500,workforce development,10
36081101700,workforce development,4
36081114100,workforce development,2
36081045000,workforce development,0
36047040300,workforce development,5
36081126700,workforce development,3
36081122300,workforce development,4
36081134100,workforce development,4
36047036002,workforce development,8
36047056100,workforce development,10
36005033201,workforce development,12
36081015200,workforce development,1
36081020600,workforce development,3
36047052700,workforce development,15
36081047200,workforce development,0
36047093200,workforce development,4
36081059000,workforce development,1
36081004700,workforce development,6
36047090800,workforce development,10
36085011402,workforce development,3
36047111800,workforce development,9
36047052900,workforce development,11
36005036300,workforce development,36
36081091900,workforce development,1
36081092500,workforce development,3
36047076600,workforce development,2
36061012000,workforce development,0
36061012800,workforce development,7
36081045600,workforce development,0
36005021100,workforce development,26
36081050500,workforce development,0
36005022800,workforce development,13
36005027700,workforce development,12
36005027300,workforce development,21
36005042000,workforce development,9
36005040800,workforce development,13
36005021302,workforce development,19
36047025700,workforce development,37
36081157101,workforce development,3
36005026701,workforce development,13
36081063301,workforce development,0
36081063302,workforce development,0
36005024400,workforce development,6
36081085500,workforce development,4
36081086300,workforce development,0
36081086500,workforce development,2
36081116300,workforce development,1
36081104700,workforce development,2
36005022703,workforce development,9
36005022702,workforce development,12
36085017009,workforce development,1
36081035700,workforce development,10
36061015001,workforce development,1
36005009800,workforce development,6
36081009600,workforce development,2
36081004500,workforce development,1
36081005300,workforce development,0
36047048000,workforce development,9
36047048200,workforce development,5
36047048400,workforce development,10
36047117400,workforce development,13
36047117601,workforce development,11
36005021001,workforce development,9
36005023800,workforce development,5
36005022200,workforce development,16
36047003600,workforce development,3
36047006800,workforce development,20
36081144700,workforce development,3
36081005700,workforce development,4
36081005900,workforce development,1
36081054800,workforce development,2
36081047300,workforce development,1
36005030000,workforce development,6
36081015500,workforce development,1
36081015700,workforce development,0
36081015900,workforce development,0
36047119800,workforce development,12
36061010601,workforce development,4
36047026100,workforce development,6
36005030200,workforce development,9
36047110600,workforce development,2
36047036700,workforce development,4
36047051100,workforce development,8
36061012100,workforce development,7
36047016900,workforce development,10
36047017100,workforce development,3
36081059200,workforce development,0
36081062200,workforce development,3
36061022600,workforce development,13
36047102200,workforce development,7
36061005501,workforce development,5
36061020800,workforce development,5
36005007700,workforce development,10
36005007500,workforce development,22
36005007300,workforce development,27
36005007900,workforce development,30
36047035601,workforce development,0
36047061600,workforce development,2
36047013100,workforce development,7
36005037504,workforce development,20
36047053700,workforce development,10
36005026500,workforce development,25
36047042200,workforce development,5
36047043800,workforce development,5
36047150200,workforce development,3
36005038200,workforce development,5
36047049400,workforce development,4
36081007500,workforce development,0
36081007700,workforce development,0
36081045500,workforce development,13
36081063000,workforce development,2
36047014100,workforce development,5
36081030904,workforce development,0
36081049200,workforce development,4
36081012200,workforce development,4
36081014400,workforce development,1
36081015000,workforce development,5
36047038500,workforce development,6
36047030100,workforce development,7
36081012000,workforce development,3
36081014800,workforce development,0
36005003100,workforce development,4
36005005200,workforce development,19
36047014900,workforce development,7
36047014500,workforce development,4
36047014700,workforce development,1
36061009200,workforce development,5
36061011401,workforce development,0
36081146300,workforce development,1
36047025300,workforce development,9
36081146700,workforce development,3
36047020600,workforce development,1
36081100801,workforce development,6
36061000100,workforce development,0
36081002600,workforce development,1
36047044800,workforce development,1
36047045000,workforce development,0
36047080200,workforce development,13
36047075800,workforce development,2
36081115100,workforce development,2
36081117100,workforce development,1
36081040500,workforce development,0
36081040700,workforce development,9
36081040900,workforce development,2
36061013100,workforce development,2
36047062800,workforce development,5
36081025700,workforce development,4
36081026300,workforce development,3
36047037700,workforce development,10
36081026500,workforce development,0
36081029100,workforce development,0
36081029300,workforce development,1
36081051300,workforce development,1
36005021002,workforce development,12
36005021200,workforce development,1
36005038800,workforce development,1
36005039000,workforce development,8
36005038600,workforce development,18
36047028300,workforce development,7
36047037300,workforce development,9
36047037500,workforce development,12
36005022901,workforce development,12
36061014900,workforce development,4
36081016900,workforce development,1
36005004600,workforce development,4
36047034300,workforce development,7
36047034500,workforce development,5
36047011200,workforce development,13
36005031000,workforce development,2
36005027402,workforce development,3
36047050803,workforce development,11
36047007100,workforce development,6
36047012700,workforce development,1
36047028600,workforce development,7
36047050804,workforce development,4
36047039400,workforce development,1
36047041402,workforce development,2
36047041600,workforce development,1
36047093400,workforce development,2
36047094600,workforce development,3
36081048200,workforce development,2
36047028502,workforce development,5
36081006100,workforce development,6
36005016000,workforce development,2
36047072000,workforce development,4
36047072200,workforce development,11
36061022700,workforce development,3
36081033000,workforce development,11
36081083800,workforce development,2
36061017402,workforce development,10
36005042901,workforce development,3
36061021500,workforce development,12
36081046400,workforce development,0
36081127700,workforce development,8
36047024300,workforce development,11
36047025100,workforce development,5
36047026500,workforce development,14
36081109700,workforce development,0
36061008800,workforce development,3
36061009000,workforce development,8
36047018100,workforce development,4
36081084601,workforce development,0
36081139900,workforce development,1
36081129102,workforce development,3
36081074900,workforce development,0
36005042600,workforce development,16
36081033402,workforce development,7
36047003700,workforce development,5
36047003900,workforce development,6
36047017400,workforce development,1
36047017600,workforce development,3
36081006501,workforce development,0
36081144100,workforce development,0
36047035700,workforce development,2
36047035900,workforce development,9
36005014100,workforce development,23
36005018400,workforce development,6
36005016400,workforce development,3
36047028100,workforce development,18
36005008700,workforce development,15
36081051100,workforce development,0
36081025400,workforce development,10
36061001402,workforce development,11
36081044601,workforce development,4
36081046000,workforce development,5
36081021200,workforce development,4
36081024000,workforce development,6
36081013700,workforce development,0
36081006900,workforce development,3
36081012500,workforce development,0
36047015000,workforce development,1
36061007000,workforce development,11
36081009500,workforce development,0
36081035200,workforce development,6
36085002700,workforce development,6
36047118201,workforce development,4
36081041400,workforce development,4
36081044000,workforce development,7
36047021100,workforce development,4
36081099701,workforce development,0
36085031902,workforce development,9
36081150701,workforce development,1
36081063500,workforce development,2
36081077908,workforce development,3
36047050100,workforce development,4
36047051500,workforce development,0
36047018300,workforce development,6
36047018700,workforce development,6
36005008400,workforce development,4
36005006700,workforce development,17
36081053100,workforce development,0
36047004300,workforce development,6
36047004500,workforce development,2
36047017500,workforce development,2
36061001200,workforce development,7
36081148300,workforce development,7
36005020501,workforce development,17
36061022400,workforce development,13
36081015801,workforce development,8
36081020800,workforce development,1
36081024600,workforce development,2
36081018900,workforce development,3
36081024900,workforce development,3
36081046200,workforce development,2
36061007200,workforce development,8
36061007400,workforce development,5
36081056000,workforce development,2
36081043900,workforce development,1
36047036900,workforce development,11
36081142900,workforce development,1
36081145101,workforce development,1
36081006201,workforce development,1
36047050202,workforce development,4
36005027900,workforce development,13
36081025800,workforce development,1
36005035800,workforce development,22
36061011500,workforce development,14
36047057500,workforce development,10
36047057900,workforce development,7
36047052300,workforce development,9
36081103201,workforce development,13
36081019800,workforce development,6
36081019600,workforce development,5
36081020200,workforce development,0
36081043701,workforce development,2
36081043702,workforce development,5
36047010600,workforce development,10
36047052500,workforce development,12
36085014607,workforce development,4
36047036600,workforce development,12
36047037000,workforce development,7
36047037401,workforce development,10
36081098700,workforce development,5
36005005400,workforce development,18
36047058800,workforce development,4
36047059000,workforce development,3
36047060600,workforce development,4
36081002400,workforce development,6
36047037402,workforce development,3
36061010602,workforce development,2
36061011000,workforce development,7
36061011600,workforce development,4
36081108500,workforce development,0
36081109900,workforce development,3
36081113300,workforce development,2
36085013201,workforce development,1
36061019600,workforce development,13
36047059800,workforce development,2
36047062600,workforce development,2
36047047800,workforce development,9
36047016100,workforce development,10
36047003500,workforce development,5
36047017900,workforce development,0
36047020500,workforce development,8
36047031702,workforce development,9
36047032100,workforce development,11
36047038700,workforce development,8
36047042400,workforce development,5
36047041200,workforce development,7
36047024400,workforce development,12
36047046800,workforce development,3
36081070900,workforce development,0
36081053900,workforce development,7
36047027500,workforce development,8
36047027700,workforce development,11
36047012901,workforce development,6
36047012902,workforce development,1
36047045300,workforce development,7
36047048500,workforce development,11
36047030800,workforce development,2
36005007400,workforce development,9
36047028200,workforce development,5
36005008600,workforce development,11
36047118800,workforce development,10
36081074700,workforce development,3
36005022101,workforce development,16
36005014702,workforce development,12
36005016900,workforce development,8
36081009800,workforce development,1
36081011000,workforce development,4
36081070300,workforce development,1
36081070700,workforce development,0
36047022600,workforce development,10
36047048900,workforce development,4
36047049300,workforce development,17
36061008200,workforce development,3
36005009600,workforce development,8
36005020100,workforce development,13
36005007800,workforce development,8
36047021800,workforce development,12
36005009200,workforce development,9
36061008603,workforce development,2
36047079801,workforce development,1
36047079802,workforce development,10
36047008500,workforce development,8
36047088000,workforce development,7
36005039500,workforce development,24
36081133300,workforce development,2
36081134700,workforce development,4
36081040400,workforce development,3
36081061601,workforce development,0
36081062000,workforce development,1
36081037600,workforce development,9
36047042300,workforce development,12
36081001900,workforce development,1
36081008300,workforce development,4
36081008100,workforce development,0
36081062400,workforce development,0
36081062600,workforce development,5
36081021400,workforce development,5
36081060100,workforce development,1
36081060300,workforce development,2
36081049301,workforce development,3
36061012400,workforce development,5
36061013200,workforce development,5
36005002300,workforce development,6
36047028000,workforce development,3
36081014201,workforce development,1
36081014202,workforce development,2
36081045200,workforce development,0
36081045400,workforce development,0
36081066900,workforce development,0
36047030700,workforce development,7
36047034700,workforce development,10
36081085700,workforce development,1
36081015100,workforce development,0
36047010000,workforce development,11
36081016300,workforce development,3
36061025500,workforce development,5
36005034300,workforce development,0
36005039901,workforce development,17
36081012301,workforce development,0
36081013500,workforce development,0
36081042700,workforce development,0
36081099704,workforce development,2
36005045600,workforce development,4
36081122701,workforce development,6
36081122702,workforce development,6
36047048600,workforce development,10
36081107201,workforce development,3
36081025301,workforce development,3
36081026000,workforce development,6
36081026200,workforce development,2
36081018700,workforce development,2
36047038600,workforce development,12
36047039800,workforce development,4
36047002300,workforce development,5
36081079701,workforce development,4
36081084500,workforce development,2
36081085900,workforce development,5
36005025600,workforce development,4
36047019100,workforce development,4
36005021900,workforce development,8
36061013800,workforce development,10
36047021300,workforce development,5
36047032500,workforce development,11
36005021501,workforce development,19
36081055200,workforce development,0
36081018300,workforce development,3
36081025100,workforce development,3
36081025302,workforce development,0
36005014400,workforce development,5
36047028700,workforce development,10
36047028900,workforce development,12
36005026601,workforce development,2
36005026602,workforce development,16
36047053500,workforce development,18
36047033000,workforce development,7
36047032800,workforce development,6
36047048800,workforce development,6
36081099900,workforce development,0
36047024100,workforce development,8
36081010000,workforce development,1
36081086400,workforce development,0
36005006900,workforce development,28
36047030600,workforce development,2
36047033600,workforce development,1
36047030300,workforce development,9
36047079602,workforce development,7
36047082000,workforce development,14
36047082200,workforce development,5
36047000900,workforce development,13
36047078200,workforce development,2
36047083000,workforce development,3
36047031500,workforce development,10
36047019300,workforce development,6
36047023300,workforce development,9
