GEOID,category,weighted_score
36061011401,Family,3908
36061011401,School,498
36061011401,Store,4410
36061011401,Workforce Development/HRA Job Center,25
36061011401,Workforce Development/Job Plus Site,8
36061011401,Workforce Development/Workforce1 Career Center,18
36061011401,NA,NA
36061011402,Center,1511
36061011402,Family,4163
36061011402,School,534
36061011402,Store,4580
36061011402,Workforce Development/HRA Job Center,25
36061011402,Workforce Development/Job Plus Site,9
36061011402,Workforce Development/Workforce1 Career Center,18
36061011402,NA,NA
36061011500,Center,1389
36061011500,Family,3694
36061011500,School,477
36061011500,Store,4327
36061011500,Workforce Development/HRA Job Center,25
36061011500,Workforce Development/Job Plus Site,7
36061011500,Workforce Development/Workforce1 Career Center,18
36061011500,NA,NA
36061011600,Center,893
36061011600,Family,2911
36061011600,School,362
36061011600,Store,3169
36061011600,Workforce Development/HRA Job Center,24
36061011600,Workforce Development/Job Plus Site,7
36061011600,Workforce Development/Workforce1 Career Center,15
36061011600,NA,NA
36061011700,Center,992
36061011700,Family,2847
36061011700,School,393
36061011700,Store,3612
36061011700,Workforce Development/HRA Job Center,20
36061011700,Workforce Development/Job Plus Site,7
36061011700,Workforce Development/Workforce1 Career Center,14
36061011700,NA,NA
36061011800,Center,1261
36061011800,Family,3625
36061011800,School,465
36061011800,Store,4079
36061011800,Workforce Development/HRA Job Center,25
36061011800,Workforce Development/Job Plus Site,7
36061011800,Workforce Development/Workforce1 Career Center,17
36061011800,NA,NA
36061011900,Center,1609
36061011900,Family,3968
36061011900,School,522
36061011900,Store,4933
36061011900,Workforce Development/HRA Job Center,25
36061011900,Workforce Development/Job Plus Site,9
36061011900,Workforce Development/Workforce1 Career Center,18
36061011900,NA,NA
36061012000,Center,1402
36061012000,Family,3866
36061012000,School,498
36061012000,Store,4391
36061012000,Workforce Development/HRA Job Center,25
36061012000,Workforce Development/Job Plus Site,8
36061012000,Workforce Development/Workforce1 Career Center,18
36061012000,NA,NA
36061012100,Center,1355
36061012100,Family,3627
36061012100,School,479
36061012100,Store,4242
36061012100,Workforce Development/HRA Job Center,25
36061012100,Workforce Development/Job Plus Site,8
36061012100,Workforce Development/Workforce1 Career Center,18
36061012100,NA,NA
36061012200,Center,1220
36061012200,Family,3626
36061012200,School,452
36061012200,Store,3978
36061012200,Workforce Development/HRA Job Center,25
36061012200,Workforce Development/Job Plus Site,7
36061012200,Workforce Development/Workforce1 Career Center,17
36061012200,NA,NA
36061012400,Center,1072
36061012400,Family,3196
36061012400,School,408
36061012400,Store,3868
36061012400,Workforce Development/HRA Job Center,24
36061012400,Workforce Development/Job Plus Site,7
36061012400,Workforce Development/Workforce1 Career Center,14
36061012400,NA,NA
36061012500,Center,1560
36061012500,Family,3944
36061012500,School,521
36061012500,Store,4840
36061012500,Workforce Development/HRA Job Center,25
36061012500,Workforce Development/Job Plus Site,8
36061012500,Workforce Development/Workforce1 Career Center,18
36061012500,NA,NA
36061012600,Center,1419
36061012600,Family,3837
36061012600,School,490
36061012600,Store,4537
36061012600,Workforce Development/HRA Job Center,25
36061012600,Workforce Development/Job Plus Site,9
36061012600,Workforce Development/Workforce1 Career Center,18
36061012600,NA,NA
36061012700,Center,1280
36061012700,Family,3356
36061012700,School,464
36061012700,Store,4055
36061012700,Workforce Development/HRA Job Center,25
36061012700,Workforce Development/Job Plus Site,8
36061012700,Workforce Development/Workforce1 Career Center,18
36061012700,NA,NA
36061012800,Center,1167
36061012800,Family,3500
36061012800,School,437
36061012800,Store,3917
36061012800,Workforce Development/HRA Job Center,24
36061012800,Workforce Development/Job Plus Site,7
36061012800,Workforce Development/Workforce1 Career Center,17
36061012800,NA,NA
36061012900,Center,925
36061012900,Family,2666
36061012900,School,354
36061012900,Store,3393
36061012900,Workforce Development/HRA Job Center,22
36061012900,Workforce Development/Job Plus Site,6
36061012900,Workforce Development/Workforce1 Career Center,14
36061012900,NA,NA
36061013000,Center,1016
36061013000,Family,3365
36061013000,School,389
36061013000,Store,3466
36061013000,Workforce Development/HRA Job Center,24
36061013000,Workforce Development/Job Plus Site,6
36061013000,Workforce Development/Workforce1 Career Center,14
36061013000,NA,NA
36061013100,Center,1603
36061013100,Family,4022
36061013100,School,543
36061013100,Store,4889
36061013100,Workforce Development/HRA Job Center,25
36061013100,Workforce Development/Job Plus Site,8
36061013100,Workforce Development/Workforce1 Career Center,18
36061013100,NA,NA
36061013200,Center,915
36061013200,Family,3128
36061013200,School,369
36061013200,Store,3435
36061013200,Workforce Development/HRA Job Center,24
36061013200,Workforce Development/Job Plus Site,7
36061013200,Workforce Development/Workforce1 Career Center,13
36061013200,NA,NA
36061013300,Center,1336
36061013300,Family,3443
36061013300,School,470
36061013300,Store,4158
36061013300,Workforce Development/HRA Job Center,23
36061013300,Workforce Development/Job Plus Site,8
36061013300,Workforce Development/Workforce1 Career Center,18
36061013300,NA,NA
36061013400,Center,1223
36061013400,Family,3598
36061013400,School,439
36061013400,Store,4118
36061013400,Workforce Development/HRA Job Center,25
36061013400,Workforce Development/Job Plus Site,7
36061013400,Workforce Development/Workforce1 Career Center,17
36061013400,NA,NA
36061013500,Center,943
36061013500,Family,2950
36061013500,School,377
36061013500,Store,3494
36061013500,Workforce Development/HRA Job Center,23
36061013500,Workforce Development/Job Plus Site,7
36061013500,Workforce Development/Workforce1 Career Center,14
36061013500,NA,NA
36061013600,Center,814
36061013600,Family,3043
36061013600,School,343
36061013600,Store,3239
36061013600,Workforce Development/HRA Job Center,24
36061013600,Workforce Development/Job Plus Site,7
36061013600,Workforce Development/Workforce1 Career Center,14
36061013600,NA,NA
36061013700,Center,1566
36061013700,Family,4080
36061013700,School,539
36061013700,Store,4895
36061013700,Workforce Development/HRA Job Center,25
36061013700,Workforce Development/Job Plus Site,9
36061013700,Workforce Development/Workforce1 Career Center,18
36061013700,NA,NA
36061013800,Center,1115
36061013800,Family,3468
36061013800,School,420
36061013800,Store,3916
36061013800,Workforce Development/HRA Job Center,24
36061013800,Workforce Development/Job Plus Site,7
36061013800,Workforce Development/Workforce1 Career Center,15
36061013800,NA,NA
36061013900,Center,1361
36061013900,Family,3650
36061013900,School,470
36061013900,Store,4337
36061013900,Workforce Development/HRA Job Center,25
36061013900,Workforce Development/Job Plus Site,8
36061013900,Workforce Development/Workforce1 Career Center,17
36061013900,NA,NA
36061014000,Center,1104
36061014000,Family,3521
36061014000,School,424
36061014000,Store,3755
36061014000,Workforce Development/HRA Job Center,25
36061014000,Workforce Development/Job Plus Site,7
36061014000,Workforce Development/Workforce1 Career Center,15
36061014000,NA,NA
36061014200,Center,906
36061014200,Family,3264
36061014200,School,365
36061014200,Store,3201
36061014200,Workforce Development/HRA Job Center,24
36061014200,Workforce Development/Job Plus Site,6
36061014200,Workforce Development/Workforce1 Career Center,14
36061014200,NA,NA
36061014300,Center,932
36061014300,Family,3238
36061014300,School,373
36061014300,Store,3637
36061014300,Workforce Development/HRA Job Center,22
36061014300,Workforce Development/Job Plus Site,7
36061014300,Workforce Development/Workforce1 Career Center,13
36061014300,NA,NA
36061014401,Center,1025
36061014401,Family,3343
36061014401,School,397
36061014401,Store,3770
36061014401,Workforce Development/HRA Job Center,24
36061014401,Workforce Development/Job Plus Site,7
36061014401,Workforce Development/Workforce1 Career Center,15
36061014401,NA,NA
36061014402,Center,966
36061014402,Family,3288
36061014402,School,385
36061014402,Store,3631
36061014402,Workforce Development/HRA Job Center,22
36061014402,Workforce Development/Job Plus Site,7
36061014402,Workforce Development/Workforce1 Career Center,13
36061014402,NA,NA
36061014500,Center,1450
36061014500,Family,3705
36061014500,School,490
36061014500,Store,4590
36061014500,Workforce Development/HRA Job Center,25
36061014500,Workforce Development/Job Plus Site,8
36061014500,Workforce Development/Workforce1 Career Center,18
36061014500,NA,NA
36061014601,Center,1277
36061014601,Family,3735
36061014601,School,453
36061014601,Store,4261
36061014601,Workforce Development/HRA Job Center,25
36061014601,Workforce Development/Job Plus Site,8
36061014601,Workforce Development/Workforce1 Career Center,15
36061014601,NA,NA
36061014602,Center,1268
36061014602,Family,3697
36061014602,School,461
36061014602,Store,4232
36061014602,Workforce Development/HRA Job Center,25
36061014602,Workforce Development/Job Plus Site,8
36061014602,Workforce Development/Workforce1 Career Center,18
36061014602,NA,NA
36061014700,Center,975
36061014700,Family,3087
36061014700,School,395
36061014700,Store,3690
36061014700,Workforce Development/HRA Job Center,25
36061014700,Workforce Development/Job Plus Site,7
36061014700,Workforce Development/Workforce1 Career Center,15
36061014700,NA,NA
36061014801,Center,1237
36061014801,Family,3727
36061014801,School,458
36061014801,Store,4065
36061014801,Workforce Development/HRA Job Center,25
36061014801,Workforce Development/Job Plus Site,8
36061014801,Workforce Development/Workforce1 Career Center,18
36061014801,NA,NA
36061014802,Center,1160
36061014802,Family,3582
36061014802,School,434
36061014802,Store,3928
36061014802,Workforce Development/HRA Job Center,25
36061014802,Workforce Development/Job Plus Site,7
36061014802,Workforce Development/Workforce1 Career Center,17
36061014802,NA,NA
36061014900,Center,1365
36061014900,Family,3668
36061014900,School,474
36061014900,Store,4389
36061014900,Workforce Development/HRA Job Center,25
36061014900,Workforce Development/Job Plus Site,7
36061014900,Workforce Development/Workforce1 Career Center,17
36061014900,NA,NA
36061015001,Center,1055
36061015001,Family,3489
36061015001,School,406
36061015001,Store,3739
36061015001,Workforce Development/HRA Job Center,25
36061015001,Workforce Development/Job Plus Site,7
36061015001,Workforce Development/Workforce1 Career Center,15
36061015001,NA,NA
36061015002,Center,1023
36061015002,Family,3445
36061015002,School,405
36061015002,Store,3678
36061015002,Workforce Development/HRA Job Center,24
36061015002,Workforce Development/Job Plus Site,7
36061015002,Workforce Development/Workforce1 Career Center,17
36061015002,NA,NA
36061015100,Center,914
36061015100,Family,3078
36061015100,School,379
36061015100,Store,3488
36061015100,Workforce Development/HRA Job Center,25
36061015100,Workforce Development/Job Plus Site,6
36061015100,Workforce Development/Workforce1 Career Center,14
36061015100,NA,NA
36061015200,Center,856
36061015200,Family,3157
36061015200,School,356
36061015200,Store,3413
36061015200,Workforce Development/HRA Job Center,22
36061015200,Workforce Development/Job Plus Site,7
36061015200,Workforce Development/Workforce1 Career Center,13
36061015200,NA,NA
36061015300,Center,1163
36061015300,Family,3416
36061015300,School,427
36061015300,Store,4040
36061015300,Workforce Development/HRA Job Center,25
36061015300,Workforce Development/Job Plus Site,7
36061015300,Workforce Development/Workforce1 Career Center,17
36061015300,NA,NA
36061015400,Center,1043
36061015400,Family,3380
36061015400,School,400
36061015400,Store,3814
36061015400,Workforce Development/HRA Job Center,24
36061015400,Workforce Development/Job Plus Site,7
36061015400,Workforce Development/Workforce1 Career Center,15
36061015400,NA,NA
36061015500,Center,896
36061015500,Family,2998
36061015500,School,364
36061015500,Store,3340
36061015500,Workforce Development/HRA Job Center,25
36061015500,Workforce Development/Job Plus Site,7
36061015500,Workforce Development/Workforce1 Career Center,16
36061015500,NA,NA
36061015601,Center,1203
36061015601,Family,3615
36061015601,School,437
36061015601,Store,4109
36061015601,Workforce Development/HRA Job Center,25
36061015601,Workforce Development/Job Plus Site,7
36061015601,Workforce Development/Workforce1 Career Center,15
36061015601,NA,NA
36061015602,Center,1168
36061015602,Family,3567
36061015602,School,424
36061015602,Store,4050
36061015602,Workforce Development/HRA Job Center,25
36061015602,Workforce Development/Job Plus Site,7
36061015602,Workforce Development/Workforce1 Career Center,15
36061015602,NA,NA
36061015700,Center,1223
36061015700,Family,3534
36061015700,School,442
36061015700,Store,4168
36061015700,Workforce Development/HRA Job Center,25
36061015700,Workforce Development/Job Plus Site,7
36061015700,Workforce Development/Workforce1 Career Center,17
36061015700,NA,NA
36061015801,Center,984
36061015801,Family,3377
36061015801,School,399
36061015801,Store,3552
36061015801,Workforce Development/HRA Job Center,24
